date,venue,race_no,finish_pos,horse_no,horse_name,finish_time,sec1_margin,sec1_running_pos,sec1_time,sec2_margin,sec2_running_pos,sec2_time,sec3_margin,sec3_running_pos,sec3_time,sec4_margin,sec4_running_pos,sec4_time,sec5_margin,sec5_running_pos,sec5_time,sec6_margin,sec6_running_pos,sec6_time
2026-04-22,跑馬地,1,1,4,獵寶勤 (J304),1:09.29,N,1,23.59,1,1,22.29 10.80    11.49,1-1/4,1,23.41 11.52    11.89,,,,,,,,,
2026-04-22,跑馬地,1,2,8,添喜運 (J218),1:09.46,3-1/2,7,24.15,3-1/2,6,22.29 10.92    11.37,1-1/4,2,23.02 11.36    11.66,,,,,,,,,
2026-04-22,跑馬地,1,3,7,戰騎飛 (J294),1:09.68,1-1/2,4,23.83,2-1/2,5,22.45 10.84    11.61,2-3/4,3,23.40 11.52    11.88,,,,,,,,,
2026-04-22,跑馬地,1,4,10,太行美景 (J314),1:09.85,7-1/2,12,24.79,8,12,22.37 11.04    11.33,3-3/4,4,22.69 11.00    11.69,,,,,,,,,
2026-04-22,跑馬地,1,5,6,快樂寶寶 (J545),1:09.96,5-1/4,9,24.43,5-1/2,9,22.33 11.04    11.29,4-1/4,5,23.20 11.24    11.96,,,,,,,,,
2026-04-22,跑馬地,1,6,12,東方福寶 (K115),1:10.02,3,6,24.07,3-3/4,7,22.41 10.88    11.53,4-1/2,6,23.54 11.56    11.98,,,,,,,,,
2026-04-22,跑馬地,1,7,11,富貴駒 (J191),1:10.07,1-1/2,5,23.83,1-1/4,3,22.25 10.84    11.41,5,7,23.99 11.72    12.27,,,,,,,,,
2026-04-22,跑馬地,1,8,3,歷險大將 (J344),1:10.15,4-3/4,8,24.35,5-1/4,8,22.37 10.92    11.45,5-1/4,8,23.43 11.48    11.95,,,,,,,,,
2026-04-22,跑馬地,1,9,1,快活同盟 (K316),1:10.34,6-3/4,11,24.67,7-1/4,11,22.37 11.04    11.33,6-1/2,9,23.30 11.16    12.14,,,,,,,,,
2026-04-22,跑馬地,1,10,9,天火同德 (J441),1:10.69,3/4,3,23.71,2,4,22.49 10.84    11.65,8-3/4,10,24.49 11.84    12.65,,,,,,,,,
2026-04-22,跑馬地,1,11,5,千杯 (J482),1:10.89,N,2,23.63,1,2,22.41 10.80    11.61,10,11,24.85 11.96    12.89,,,,,,,,,
2026-04-22,跑馬地,1,12,2,跑得好快 (J020),1:10.98,6-1/2,10,24.63,6-1/2,10,22.29 10.96    11.33,10-1/2,12,24.06 11.36    12.70,,,,,,,,,
2026-04-22,跑馬地,2,1,7,焦點 (H173),1:39.66,5-1/4,9,28.59,6-1/4,9,22.95,5-1/2,9,24.46 12.39    12.07,3/4,1,23.66 11.88    11.78,,,,,,
2026-04-22,跑馬地,2,2,2,神駒馬靈 (J162),1:39.77,1,4,27.91,2,3,22.95,1-1/2,3,24.50 12.23    12.27,3/4,2,24.41 12.16    12.25,,,,,,
2026-04-22,跑馬地,2,3,11,風雲 (J371),1:40.01,4-1/2,8,28.47,5,8,22.87,4-1/4,8,24.46 12.31    12.15,2-1/4,3,24.21 11.88    12.33,,,,,,
2026-04-22,跑馬地,2,4,8,朗日雪峰 (J187),1:40.32,1-3/4,5,28.03,3-1/2,5,23.07,3,5,24.50 12.19    12.31,4-1/4,4,24.72 12.16    12.56,,,,,,
2026-04-22,跑馬地,2,5,3,魅力知福 (K038),1:40.40,6,10,28.71,6-1/2,10,22.87,6-1/4,10,24.54 12.35    12.19,4-3/4,5,24.28 11.96    12.32,,,,,,
2026-04-22,跑馬地,2,6,12,領航傳祺 (G126),1:40.64,6-1/2,11,28.79,7-1/2,11,22.95,6-1/2,11,24.42 12.39    12.03,6-1/4,6,24.48 11.96    12.52,,,,,,
2026-04-22,跑馬地,2,7,1,幸運福星 (K073),1:40.66,1/2,1,27.75,1/2,1,22.79,1,1,24.58 12.27    12.31,6-1/4,7,25.54 12.40    13.14,,,,,,
2026-04-22,跑馬地,2,8,5,神燦金剛 (K259),1:40.84,3-1/2,7,28.31,4-3/4,7,22.99,4-1/4,7,24.50 12.31    12.19,7-1/2,8,25.04 12.20    12.84,,,,,,
2026-04-22,跑馬地,2,9,9,飛躍凱旋 (G250),1:41.45,2-3/4,6,28.19,4,6,22.99,3-3/4,6,24.54 12.23    12.31,11-1/4,9,25.73 12.32    13.41,,,,,,
2026-04-22,跑馬地,2,10,4,電訊驕陽 (J332),1:41.67,1/2,2,27.83,1/2,2,22.79,1,2,24.66 12.23    12.43,12-1/2,10,26.39 12.64    13.75,,,,,,
2026-04-22,跑馬地,2,11,10,美麗歡聲 (H066),1:41.74,3/4,3,27.87,2-1/4,4,23.03,2-1/2,4,24.62 12.19    12.43,13,11,26.22 12.44    13.78,,,,,,
2026-04-22,跑馬地,3,1,5,贏玥 (L039),1:40.42,3-1/4,3,28.26,2,3,24.99,1-1/4,3,24.05 12.21    11.84,SH,1,23.12 11.54    11.58,,,,,,
2026-04-22,跑馬地,3,2,1,本領非凡 (J137),1:40.43,4-1/4,4,28.42,2-1/2,4,24.91,2,4,24.09 12.25    11.84,SH,2,23.01 11.42    11.59,,,,,,
2026-04-22,跑馬地,3,3,7,得意佳作 (G125),1:40.44,1/2,1,27.74,3/4,1,25.19,3/4,1,24.17 12.33    11.84,SH,3,23.34 11.62    11.72,,,,,,
2026-04-22,跑馬地,3,4,11,多利神駒 (G292),1:40.60,1/2,2,27.82,3/4,2,25.23,3/4,2,24.17 12.29    11.88,1-1/4,4,23.38 11.62    11.76,,,,,,
2026-04-22,跑馬地,3,5,4,康昌之星 (K003),1:40.80,6-1/4,7,28.74,4-3/4,7,24.95,4-1/2,7,24.13 12.41    11.72,2-1/4,5,22.98 11.42    11.56,,,,,,
2026-04-22,跑馬地,3,6,6,八心之星 (K536),1:40.84,4-3/4,5,28.50,3-1/2,5,24.99,3-1/4,5,24.13 12.33    11.80,2-1/2,6,23.22 11.58    11.64,,,,,,
2026-04-22,跑馬地,3,7,10,無極勇將 (J169),1:41.08,7-3/4,9,28.98,6-1/4,10,24.95,6-1/4,9,24.17 12.45    11.72,4,7,22.98 11.30    11.68,,,,,,
