date,venue,race_no,finish_pos,horse_no,horse_name,finish_time,sec1_margin,sec1_running_pos,sec1_time,sec2_margin,sec2_running_pos,sec2_time,sec3_margin,sec3_running_pos,sec3_time,sec4_margin,sec4_running_pos,sec4_time,sec5_margin,sec5_running_pos,sec5_time,sec6_margin,sec6_running_pos,sec6_time
2026-01-04,沙田,1,1,14,全神貫注 (H465),1:22.03,2-1/2,9,13.90,5-3/4,9,21.54,5-1/4,8,22.89 11.34    11.55,1/2,1,23.70 11.61    12.09,,,,,,
2026-01-04,沙田,1,2,7,旋風傳奇 (J152),1:22.13,3-1/2,12,14.06,7-1/4,12,21.62,6-3/4,12,22.89 11.34    11.55,1/2,2,23.56 11.53    12.03,,,,,,
2026-01-04,沙田,1,3,2,至旺財 (H273),1:22.21,N,2,13.54,N,1,20.98,1-1/4,1,22.97 11.06    11.91,1-1/4,3,24.72 12.13    12.59,,,,,,
2026-01-04,沙田,1,4,5,駿馬之星 (J368),1:22.28,1,6,13.66,4,6,21.50,3-1/4,6,22.85 11.18    11.67,1-1/2,4,24.27 11.97    12.30,,,,,,
2026-01-04,沙田,1,5,1,籐王駒 (K143),1:22.70,3/4,4,13.62,3-1/4,5,21.42,2-3/4,5,22.89 11.26    11.63,4-1/4,5,24.77 12.01    12.76,,,,,,
2026-01-04,沙田,1,6,3,電訊驕陽 (J332),1:22.76,3-1/4,11,14.02,6-3/4,11,21.58,5-3/4,10,22.81 11.38    11.43,4-1/2,6,24.35 11.89    12.46,,,,,,
2026-01-04,沙田,1,7,6,贏得爽 (K211),1:22.78,2-3/4,10,13.94,5-3/4,10,21.50,6,11,23.01 11.50    11.51,4-3/4,7,24.33 11.85    12.48,,,,,,
2026-01-04,沙田,1,8,12,拚搏 (K024),1:22.82,2-1/4,8,13.86,5-1/2,8,21.54,5-1/4,9,22.93 11.34    11.59,5,8,24.49 11.89    12.60,,,,,,
2026-01-04,沙田,1,9,8,飛黃 (J406),1:23.07,3-3/4,13,14.10,8-3/4,14,21.82,7-1/2,14,22.77 11.38    11.39,6-1/2,9,24.38 11.73    12.65,,,,,,
2026-01-04,沙田,1,10,13,領航傳祺 (G126),1:23.10,4-3/4,14,14.26,8-1/2,13,21.62,7-1/4,13,22.77 11.30    11.47,6-3/4,10,24.45 11.81    12.64,,,,,,
2026-01-04,沙田,1,11,9,建測精英 (K198),1:23.42,1/2,3,13.58,2,3,21.26,1-3/4,4,22.93 11.18    11.75,8-3/4,11,25.65 12.33    13.32,,,,,,
2026-01-04,沙田,1,12,11,工程小子 (K244),1:23.52,N,1,13.50,N,2,21.06,1-1/4,2,23.13 11.22    11.91,9-1/4,12,25.83 12.45    13.38,,,,,,
2026-01-04,沙田,1,13,10,超步速 (K349),1:23.83,1-1/4,7,13.70,4-1/4,7,21.50,4-1/2,7,23.01 11.34    11.67,11-1/4,13,25.62 12.25    13.37,,,,,,
2026-01-04,沙田,1,14,4,至臻完美 (K273),1:24.44,1,5,13.66,2,4,21.18,1-3/4,3,22.93 11.10    11.83,15,14,26.67 12.57    14.10,,,,,,
2026-01-04,沙田,2,1,1,俏眼光 (L003),0:56.87,2-1/4,10,13.37,2-1/2,8,20.90 10.21    10.69,1-1/2,1,22.60 11.08    11.52,,,,,,,,,
2026-01-04,沙田,2,2,12,拉合爾 (K043),0:57.11,N,3,13.05,SH,1,20.82 10.17    10.65,1-1/2,2,23.24 11.20    12.04,,,,,,,,,
2026-01-04,沙田,2,3,6,烈焰光芒 (L142),0:57.31,1,7,13.17,1-1/4,6,20.90 10.29    10.61,2-3/4,3,23.24 11.32    11.92,,,,,,,,,
2026-01-04,沙田,2,4,5,燊輝之星 (L067),0:57.32,3/4,5,13.13,2,7,21.06 10.29    10.77,2-3/4,4,23.13 11.16    11.97,,,,,,,,,
2026-01-04,沙田,2,5,13,運籌帷幄 (K090),0:57.41,2-1/2,11,13.41,3-1/2,12,21.02 10.33    10.69,3-1/4,5,22.98 11.12    11.86,,,,,,,,,
2026-01-04,沙田,2,6,14,友得盈 (K106),0:57.57,1-1/2,9,13.25,3,11,21.10 10.41    10.69,4-1/4,6,23.22 11.24    11.98,,,,,,,,,
2026-01-04,沙田,2,7,11,飛來霸 (K284),0:57.60,1,6,13.17,2-3/4,9,21.14 10.37    10.77,4-1/2,7,23.29 11.20    12.09,,,,,,,,,
2026-01-04,沙田,2,8,3,快靚旺 (K027),0:57.60,SH,2,13.01,3/4,3,20.98 10.21    10.77,4-1/2,8,23.61 11.32    12.29,,,,,,,,,
2026-01-04,沙田,2,9,9,杭至尊 (L043),0:57.83,2-3/4,12,13.45,2-3/4,10,20.86 10.29    10.57,6,9,23.52 11.40    12.12,,,,,,,,,
2026-01-04,沙田,2,10,7,行運加持 (L018),0:58.21,3/4,4,13.13,3/4,4,20.86 10.13    10.73,8-1/4,10,24.22 11.48    12.74,,,,,,,,,
2026-01-04,沙田,2,11,2,興馳千里 (K533),0:58.48,1,8,13.17,SH,2,20.70 10.05    10.65,10,11,24.61 11.52    13.09,,,,,,,,,
2026-01-04,沙田,2,12,8,幸運勝利 (L073),0:58.49,4,13,13.65,5-1/4,13,21.06 10.37    10.69,10,12,23.78 11.52    12.26,,,,,,,,,
2026-01-04,沙田,2,13,4,精算奕然 (K295),0:58.83,SH,1,13.01,1-1/4,5,21.06 10.17    10.89,12-1/4,13,24.76 11.68    13.08,,,,,,,,,
2026-01-04,沙田,3,1,10,砂漿麒星 (K333),1:08.84,5,11,24.13,6-1/4,11,22.05 10.72    11.33,SH,1,22.66 11.16    11.50,,,,,,,,,
2026-01-04,沙田,3,2,2,顯勝高昇 (K409),1:08.85,1,3,23.49,2,3,22.01 10.76    11.25,SH,2,23.35 11.36    11.99,,,,,,,,,
2026-01-04,沙田,3,3,9,嘉嘉友福 (K456),1:08.95,1-1/2,4,23.57,2-1/4,4,21.97 10.68    11.29,1/2,3,23.41 11.44    11.97,,,,,,,,,
2026-01-04,沙田,3,4,1,星火燎原 (J150),1:08.95,4-3/4,10,24.09,4-1/2,7,21.81 10.68    11.13,3/4,4,23.05 11.32    11.73,,,,,,,,,
2026-01-04,沙田,3,5,12,後無來者 (K049),1:08.99,3-1/4,8,23.85,3-1/4,5,21.85 10.64    11.21,3/4,5,23.29 11.44    11.85,,,,,,,,,
2026-01-04,沙田,3,6,8,猛將兄 (K089),1:08.99,3-3/4,9,23.93,6,10,22.21 10.80    11.41,3/4,6,22.85 11.20    11.65,,,,,,,,,
2026-01-04,沙田,3,7,7,精益大師 (H134),1:09.49,N,1,23.33,1-1/4,1,21.85 10.56    11.29,4,7,24.31 11.76    12.55,,,,,,,,,
2026-01-04,沙田,3,8,11,萬里雲 (K279),1:09.86,5-1/4,12,24.17,7-1/2,12,22.21 10.80    11.41,6-1/4,8,23.48 11.44    12.04,,,,,,,,,
2026-01-04,沙田,3,9,5,帶贏來 (K558),1:09.89,2-1/2,6,23.73,5,8,22.25 10.84    11.41,6-1/2,9,23.91 11.72    12.19,,,,,,,,,
2026-01-04,沙田,3,10,6,大番薯 (J383),1:09.95,N,2,23.37,1-1/4,2,22.01 10.68    11.33,7,10,24.57 11.76    12.81,,,,,,,,,
2026-01-04,沙田,3,11,3,超霸勝 (H069),1:10.11,2-1/2,5,23.73,3-3/4,6,22.05 10.64    11.41,8,11,24.33 11.76    12.57,,,,,,,,,
2026-01-04,沙田,3,12,4,馬上盈 (J394),1:10.40,3-1/4,7,23.85,5-3/4,9,22.25 10.72    11.53,9-3/4,12,24.30 11.72    12.58,,,,,,,,,
2026-01-04,沙田,4,1,5,旺旺嘉駒 (L088),1:08.38,1,5,23.73,1,4,21.95 10.83    11.12,1-3/4,1,22.70 11.01    11.69,,,,,,,,,
2026-01-04,沙田,4,2,9,花果猴王 (H455),1:08.67,3-1/4,10,24.09,3-3/4,7,22.03 10.83    11.20,1-3/4,2,22.55 10.89    11.66,,,,,,,,,
2026-01-04,沙田,4,3,12,起舞奜奜 (K405),1:08.76,3/4,4,23.69,1,3,21.99 10.87    11.12,2-1/2,3,23.08 11.13    11.95,,,,,,,,,
2026-01-04,沙田,4,4,6,雷神太保 (K017),1:08.90,2-1/4,6,23.93,2-1/2,5,21.99 10.83    11.16,3-1/4,4,22.98 11.13    11.85,,,,,,,,,
2026-01-04,沙田,4,5,1,瑤瑤日上 (J423),1:09.13,SH,2,23.57,N,1,21.95 10.75    11.20,4-3/4,5,23.61 11.33    12.28,,,,,,,,,
2026-01-04,沙田,4,6,3,凝聚美麗 (J299),1:09.13,SH,3,23.57,N,2,21.99 10.79    11.20,4-3/4,6,23.57 11.37    12.20,,,,,,,,,
2026-01-04,沙田,4,7,10,金多囍 (K272),1:09.43,3-3/4,12,24.17,6-1/4,10,22.35 11.03    11.32,6-1/2,7,22.91 11.21    11.70,,,,,,,,,
2026-01-04,沙田,4,8,2,日日獎 (H283),1:09.55,2-1/2,8,23.97,5-3/4,9,22.47 10.91    11.56,7-1/4,8,23.11 11.33    11.78,,,,,,,,,
2026-01-04,沙田,4,9,7,天德神影 (K147),1:09.86,2-1/2,7,23.97,4,8,22.19 10.83    11.36,9-1/4,9,23.70 11.49    12.21,,,,,,,,,
